,Unnamed: 0,A_ID,A_Link,A_LinkNum,A_Timestr,A_Cat,A_Auth,A_Title1,A_Title2,A_Paragraphs,A_Words,A_Characters
345416,345416,115865,http://www.alriyadh.com/1751024,1751024,"&nbsp; 
						
													الأحد 16  شعبان   1440هـ   -21  ابريل   2019م",الدولية,صبي فلسطيني يستخدم مقلاعًا لرمي الحجارة أثناء اشتباكات مع الاحتلال شرق غزة   (أ ف ب),,"قلق فلسطيني إزاء الأوضاع
 المعيشية في مخيمات اللاجئين بسورية",4,220,1367
109377,109377,232774,http://www.alriyadh.com/1686829,1686829,"&nbsp; 
						
													2018-06-09 16:12:21",دنيا الرياضة,"الرياض - ""الرياض""",,ختام بطولة مؤسسة النقد العربي السعودي,4,211,1314
179096,179096,53769,http://www.alriyadh.com/1784995,1784995,"&nbsp; 
						
													الأربعاء 2 ربيع الأول   1441هـ   - 30  اكتوبر   2019م",متابعات,خادم الحرمين لدى استقباله الأمير فيصل بن فرحان والمهندس صالح الجاسر بحضور ولي العهد,,أمام خادم الحرمين.. وزيرا الخارجية والنقل يؤديان القسم,2,185,1119
217407,217407,261319,http://www.alriyadh.com/1671133,1671133,"&nbsp; 
						
													2018-03-26 18:15:52",أخبار المناطق,الظهران - عوض المالكي  (تصوير - زكريا العليوي),بمشاركة 64 شركة,نائب أمير الشرقية يفتتح يوم المهنة بجامعة الملك فهد,10,312,1932
457834,457834,440825,http://www.alriyadh.com/1572150,1572150,"&nbsp; 
						
													الأحد 22 جمادى الأولى 1438 هـ - 19 فبراير 2017م",الاقتصاد,"الرياض - ""الرياض""",,مسقط: ما يشاع عن الريال العماني غير صحيح,7,318,1883
222031,222031,69877,http://www.alriyadh.com/1776234,1776234,"&nbsp; 
						
													2019-09-12 00:08:45",دنيا الرياضة,الطائف - واس,تحت رعاية سمو ولي العهد..,اختتام منافسات مهرجان ولي العهد للهجن الثاني السبت المقبل,3,244,1521
55818,55818,8483,http://www.alriyadh.com/1809710,1809710,"&nbsp; 
						
													الأربعاء 16 رجب   1441هـ   - 11  مارس   2020م",المحليات,سفارة المملكة بواشنطن تحتفي باليوم العالمي للمرأة,,151 دبلوماسية سعودية يعملن في الخارجية,21,968,5992
396255,396255,429334,http://www.alriyadh.com/1578417,1578417,"&nbsp; 
						
													2017-03-16 14:57:28",أخبار المناطق,الأفلاج - بريكان البريكان,يشمل 471 أسرة,مستشفى الأفلاج يبدأ بالمسح الصحي السكاني,4,151,907
357904,357904,297648,http://www.alriyadh.com/1651084,1651084,"&nbsp; 
						
													2018-01-01 16:58:22",أخبار المناطق,فيصل بن سلمان مترئساً اجتماع إدارة جمعية تكافل الخيرية لرعاية الأيتام,,فيصل بن سلمان يعتمد زيادة الكفالة المعيشية لأيتام المدينة 50 %,6,345,2097
217169,217169,261078,http://www.alriyadh.com/1671271,1671271,"&nbsp; 
						
													الثلاثاء 10 رجب   1439هـ   - 27  مارس   2018م",المحليات,,,تكريم في المؤتمر الإسلامي السابع برعاية ملك المغرب.. وجائزة من الإيسيسكو,7,329,2331
424405,424405,538487,http://www.alriyadh.com/1516111,1516111,"&nbsp; 
						
													الأحد 28 رمضان 1437 هـ- 03 يوليو 2016م",خزامى الصحارى,شجرة العوشز جعلتها الأساطير مساكن الجن,«دغة» نموذج للتقارب بين التراث العربي والأساطير الشعبية,سلامة النية تخرج صاحبها من أخطاء نفسه وكيد أعدائه,34,1123,6137
487302,487302,446572,http://www.alriyadh.com/1569018,1569018,"&nbsp; 
						
													 الثلاثاء 10 جمادى الأولى 1438 هـ - 7 فبراير 2017م",المحليات,,,المبتعثون في أميركا يمثلون المملكة في مجلس الأمم المتحدة للشباب,5,274,1755
360436,360436,298032,http://www.alriyadh.com/1650862,1650862,"&nbsp; 
						
													2017-12-31 18:05:51",الدولية,متابعة - الرياض الإلكتروني,,قادة نظام الملالي يعترفون بتوسع الانتفاضة العارمة.. والذعر والتخبط واضح أكثر من أي وقت,7,320,2017
165473,165473,48989,http://www.alriyadh.com/1787606,1787606,"&nbsp; 
						
													الأربعاء  16 ربيع الأول   1441هـ   - 13  نوفمبر   2019م",الأخــيــرة,جدة - أحمد الهلالي,,التقنية تحد من مخاطر عمليات التجميل,5,250,1531
309515,309515,103184,http://www.alriyadh.com/1757963,1757963,"&nbsp; 
						
													الثلاثاء 23  رمضان   1440هـ   - 28  مايو   2019م",دنيا الرياضة,الرياض – سلطان السيف,,اتحاد الإعلام الرياضي.. فرص متاحة للتطوير,3,238,1476
130920,130920,36053,http://www.alriyadh.com/1794670,1794670,"&nbsp; 
						
													2019-12-21 22:30:18",دنيا الرياضة,ميلان - رويترز,,لوكاكو يقود إنتر للفوز على جنوة ومزاحمة يوفنتوس في الصدارة,5,180,1050
309678,309678,284909,http://www.alriyadh.com/1658085,1658085,"&nbsp; 
						
													2018-01-29 16:21:20",أخبار المناطق,الميموني مقدماً التعازي لذوي الشهيد,,محافظ الطائف يعزي ذوي الشهيد كعبي,2,58,330
291064,291064,514537,http://www.alriyadh.com/1529271,1529271,"&nbsp; 
						
													الأحد 25 ذو القعدة 1437 هـ - 28 أغسطس 2016م",المحليات,عباس صالح,,العنزي: الأمن يبدأ من المدرسة.. وعلينا تبصير النشء بجهود حماة الثغور,3,202,1348
266272,266272,509859,http://www.alriyadh.com/1531816,1531816,"&nbsp; 
						
													الخميس 6 ذو الحجة 1437 هـ - 08 سبتمبر 2016م",المحليات,العمال استغلوا سكنهم لصناعة الشمة,,الإطاحة بعمالة تروج «الشمة» بالمدينة المنورة,1,70,434
448812,448812,439530,http://www.alriyadh.com/1572844,1572844,"&nbsp; 
						
													الأربعاء 25 جمادى الأولى 1438 هـ - 22 فبراير 2017م",المحليات,الرياض - عبدالسلام البلوي,شوريَّة تقترح إعداد مادة دراسية للتربية الرياضية لنبذ العنف والتعصب,تساؤلات عن توظيف معهد الإدارة لأجانب.. ومطالبات بتخصيص بيوت الشباب,6,430,2636
301816,301816,99613,http://www.alriyadh.com/1759981,1759981,"&nbsp; 
						
													الاثنين 7 شوال   1440هـ   - 10  يونيو   2019م",الدولية,سيئول - د ب أ,,بيونغ يانغ تنتقد التدريبات الكورية,2,61,439
512568,512568,178251,http://www.alriyadh.com/1716845,1716845,"&nbsp; 
						
													2018-11-09 17:43:49",أخبار المناطق,"جدة - "" مكتب الرياض""",,""" مدير تعليم جدة"" يكرم الفائزين في يوم الجودة",1,63,394
335167,335167,522522,http://www.alriyadh.com/1524885,1524885,"&nbsp; 
						
													الأربعاء 07 ذو القعدة 1437 هـ - 10 أغسطس 2016م",المحليات,الأمير سعود بن نايف في المجلس الأسبوعي,استقبل شقيق الشهيد الحربي ونوه بتضحيات رجال الأمن,أمير الشرقية يحث مسؤولي الأندية الموسمية على تعليم الأبناء حب الوطن والمحافظة عليه,9,381,2202
352363,352363,118677,http://www.alriyadh.com/1749472,1749472,"&nbsp; 
						
													2019-04-13 21:38:18",الاقتصاد,جدة - وليد العمير,ليكون الأكبر في الشرق الأوسط...,وزير الطاقة: قريباً سيتم التوسع في ميناء مدينة الملك عبدالله الاقتصادية,7,279,1635
550779,550779,458965,http://www.alriyadh.com/1559603,1559603,"&nbsp; 
						
													 الأحد 03 ربيع الآخر 1438 هـ - 1 يناير 2017م",متابعات,عبدالله المجماج,,منجزات وطنية كبرى,4,114,745
13890,13890,464340,http://www.alriyadh.com/1556691,1556691,"&nbsp; 
						
													2016-12-21 01:59:24",المحليات,جازان - عادل الزائري,,سرقة أجهزة طبية ومعدات بملايين الريالات من مستشفى جازان,4,126,793
463392,463392,324072,http://www.alriyadh.com/1636715,1636715,"&nbsp; 
						
													2017-11-09 16:24:51",المحليات,الرياض - عايض الطريسي,,ختام تدريب 100 طالب على تكنولوجيا الروبوتات,3,135,835
291551,291551,409730,http://www.alriyadh.com/1589646,1589646,"&nbsp; 
						
													السبت 3 شعبان  1438هـ - 29 إبريل 2017م",الاقتصاد,"الرياض - ""الرياض",,وفد سعودي يشارك في مؤتمر النفط والغاز بالولايات المتحدة الأميركية,4,300,1905
147778,147778,488855,http://www.alriyadh.com/1543282,1543282,"&nbsp; 
						
													الأربعاء 25 محرم 1438 هـ - 26 أكتوبر 2016م",ثقافة اليوم,مسرح الشباب,مرايا ثقافية,دبي تفتتح مهرجان مسرح الشباب,1,89,612
181169,181169,54818,http://www.alriyadh.com/1784418,1784418,"&nbsp; 
						
													2019-10-27 15:51:01",الدولية,بيروت - د ب أ,,الاحتجاجات تتواصل في لبنان .. والمصارف تواصل الإغلاق غدا,7,143,905
390532,390532,133115,http://www.alriyadh.com/1741555,1741555,"&nbsp; 
						
													الاثنين  27  جمادى الآخرة   1440هـ   - 4  مارس   2019م",دنيا الرياضة,,,أبرز مباريات اليوم,0,0,0
427320,427320,314950,http://www.alriyadh.com/1641633,1641633,"&nbsp; 
						
													الثلاثاء 10 ربيع الأول 1439هـ - 28  نوفمبر 2017م -  7 برج القوس",دنيا الرياضة,الدمام - سطام العتيبي,,"الخليج يقترب
من يوسف خميس",2,63,388
58428,58428,218354,http://www.alriyadh.com/1694770,1694770,"&nbsp; 
						
													الأربعاء 12  ذو القعدة   1439هـ   - 25  يوليو   2018م",ثقافة اليوم,الرياض - حسين الحربي,شذرات ثقافية,«الفيصل» تحتفي بعودة «السينما»,2,78,484
489518,489518,447217,http://www.alriyadh.com/1568673,1568673,"&nbsp; 
						
													2017-02-05 13:44:13",المحليات,الرياض - واس,,القتل قصاصاً بجانٍ قتل مواطناً في الطائف,3,133,731
46153,46153,4939,http://www.alriyadh.com/1811616,1811616,"&nbsp; 
						
													السبت  26 رجب   1441هـ   - 21 مارس   2020م",الأخــيــرة,أميرة آل رشود,,احرصوا على النشاط الرياضي في منازلكم,5,200,1204
87997,87997,226879,http://www.alriyadh.com/1690079,1690079,"&nbsp; 
						
													الجمعة  15  شوال   1439هـ   -29  يونيو   2018م",دنيا الرياضة,موسكو - عماد الصائغ,,شاكيري الجناح السويسري الذي حقق كل الألقاب الكروية مع الأندية,5,414,2334
468509,468509,546429,http://www.alriyadh.com/1511743,1511743,"&nbsp; 
						
													الخميس 11 رمضان 1437 هـ- 16 يونيو 2016م",الاقتصاد,اجتماع وزير الاتصالات بالرؤساء التنفيذيين والإقليميين للشركات المحلية والعالمية,ضمن أهداف ومبادرات برنامج التحول الوطني 2020,السويل يبحث مع الرؤساء التنفيذيين لشركات الاتصالات تأهيل رأس المال البشري السعودي,17,758,4903
195095,195095,391729,http://www.alriyadh.com/1599441,1599441,"&nbsp; 
						
													الجمعة 7 رمضان  1438هـ -2 يونيو 2017م - 12 برج الجوزاء",المحليات,د.الفريحي ونيراج سريفاستافا يبرمان الاتفاقية,,"جامعة اليمامة تعقد
اتفاق تعاون تدريبي مع «تاتا»",4,124,804
474566,474566,164942,http://www.alriyadh.com/1724073,1724073,"&nbsp; 
						
													الاثنين 3 ربيع الآ خر   1440هـ   -10  ديسمبر   2018م",متابعات,صالح بن محمد البرادي,,"البرادي: ذكرى محفزة لمواصلة البناء 
والتلاحم بروح الأسرة الواحدة بين أبناء الوطن",1,135,824
461666,461666,160377,http://www.alriyadh.com/1726553,1726553,"&nbsp; 
						
													الجمعة 14  ربيع الآخر   1440هـ   - 21  ديسمبر   2018م",المحليات,وزير الإعلام خلال لقائه بالوفد الإعلامي الإندونيسي المشارك في الجنادرية,المملكة دولة السلام والأمن والاستقرار,العواد يلتقي وفداً إعلامياً من إندونيسيا وعدداً من الدول الإسلامية,7,229,1524
164494,164494,492216,http://www.alriyadh.com/1541453,1541453,"&nbsp; 
						
													2016-10-18 15:10:32",المحليات,المدينة المنورة - سالم الأحمدي,من خلال تفعيل نظام إلكتروني لمتابعة الحضور والانصراف,أمانة المدينة تقنن خروج الموظف أثناء فترة الدوام الرسمي,3,157,967
60609,60609,10106,http://www.alriyadh.com/1808829,1808829,"&nbsp; 
						
													السبت 12 رجب   1441هـ   -7  مارس   2020م",الدولية,تقرير- حسين البدوي,روائح المال القطري تفوح مجدداً بفضيحة «أريب غلوبال»,تمويل الأفاعي,31,1294,7826
542550,542550,560082,http://www.alriyadh.com/1504188,1504188,"&nbsp; 
						
													الخميس 12 شعبان 1437 هـ- 19 مايو 2016م",المحليات,الاجتماع تناول اتفاقية تسليم المتهمين والمحكوم عليهم بين دول المجلس,,وكلاء وزارات العدل بدول الخليج يعقدون اجتماعهم السنوي,2,93,663
132149,132149,238521,http://www.alriyadh.com/1683662,1683662,"&nbsp; 
						
													2018-05-24 21:36:51",الدولية,الرياض - واس,,الزياني يهنئ قادة ومواطني دول المجلس بمناسبة الذكرى الـ 37 لتأسيس مجلس التعاون,5,309,1952
421554,421554,145038,http://www.alriyadh.com/1734974,1734974,"&nbsp; 
						
													2019-01-31 15:05:45",الاقتصاد,الرياض - فهد الموركي,,القصبي :  العلاقات الثنائية مميزة في كافة المجالات بين المملكة و الإمارات,23,1073,7129
433538,433538,316449,http://www.alriyadh.com/1640909,1640909,"&nbsp; 
						
													السبت  7 ربيع الأول 1439هـ -25 نوفمبر 2017م -  4 برج القوس",المحليات,مرور المياه داخل كهوف الجبال,,الأمطار تزين الوجه السياحي لمشتى تبوك,1,61,356
524328,524328,182784,http://www.alriyadh.com/1714377,1714377,"&nbsp; 
						
													2018-10-30 17:54:16",المحليات,المدينة المنورة - خالد الزايدي,,السديس يدشن الدفعة الأولى من الشباب العاملين على تشغيل وقيادة عربات غسيل المسجد النبوي,3,144,897
510033,510033,336712,http://www.alriyadh.com/1629718,1629718,"&nbsp; 
						
													2017-10-14 15:59:21",المحليات,الدمام - إبراهيم الشيباني,,ملتقى «نرعاك» يحاور طلاب التعليم العام والجامعي لحماية أمن الفرد والمجتمع,5,403,2492
248053,248053,507121,http://www.alriyadh.com/1533318,1533318,"&nbsp; 
						
													الخميس 13 ذو الحجة 1437 هـ - 15 سبتمبر 2016م",دنيا الرياضة,تأهل المنتخب السعودي إلى نهائيات كأس العالم يمر من الهند,عبدالله بن مساعد يتصل بالبعثة وعيد يعبر عن ثقته باللاعبين,إيران أولى محطات «الأخضر الصغير» باتجاه كأس العالم,15,510,3240
566504,566504,461804,http://www.alriyadh.com/1558060,1558060,"&nbsp; 
						
													2016-12-26 17:46:02",الدولية,تقدم على مختلف الجبهات حققته القوات الشرعية اليمنية,,مقاتلات التحالف تغير على مواقع الانقلابيين في الحديدة وصعدة ومأرب,4,254,1547
44977,44977,362278,http://www.alriyadh.com/1615574,1615574,"&nbsp; 
						
													الجمعة 19 ذو القعدة   1438هـ   -11 أغسطس   2017م - 20 برج الأسد",المحليات,الرياض - محمد الحيدر,,"""الغذاء والدواء"" تضبط 46700 كلغم 
من الدجاج والأسماك والعسل المخالف في الرياض",5,122,743
555322,555322,348351,http://www.alriyadh.com/1623233,1623233,"&nbsp; 
						
													الجمعة 24 ذو الحجة 1438هـ - 15 سبتمبر 2017م  - 24 برج  السنبلة",تحقيقات وتقارير,منزل النعمي - رحمه الله -,"أحد أبرز أدباء القرن الرابع عشر 
في الجزيرة العربية ومرجع في علوم التراجم والأنساب",هاشم النعمي.. المؤرخ والقاضي والأديب,29,1958,11755
399408,399408,309060,http://www.alriyadh.com/1644832,1644832,"&nbsp; 
						
													السبت  21 ربيع الأول 1439هـ - 9  ديسمبر 2017م -  18 برج القوس",متابعات,الرياض - واس,,خادم الحرمين وولي العهد يهنئان رئيس تنزانيا,4,117,758
396827,396827,533619,http://www.alriyadh.com/1518794,1518794,"&nbsp; 
						
													الجمعة 10 شوال  1437 هـ- 15 يوليو 2016م",دنيا الرياضة,منافسات قوية ينتظر أن يشهدها السباق,,كأس أمير عسير للفروسية ينطلق.. اليوم,3,130,794
351265,351265,420943,http://www.alriyadh.com/1583561,1583561,"&nbsp; 
						
													2017-04-06 23:38:43",المحليات,متابعة - الرياض الإلكتروني,,وزارة الصحة: فحص أكثر من 59 ألف مولود للحد من الإعاقة,2,109,604
470596,470596,326171,http://www.alriyadh.com/1635557,1635557,"&nbsp; 
						
													الأحد 16 صفر 1439هـ - 5 نوفمبر 2017 م  - 14 برج  العقرب",المحليات,د. الربيعة ود. كي لو خلال اللقاء,,الربيعة يبحث ورئيس عمليات الهيئة الطبية الدولية البرامج الإغاثية المشتركة,5,168,1086
479167,479167,328255,http://www.alriyadh.com/1634357,1634357,"&nbsp; 
						
													2017-10-31 21:33:01",المحليات,الرياض - واس,,البدء في إعادة تأهيل عبارات بئر زمزم بصحن المطاف,7,310,1936
403711,403711,138031,http://www.alriyadh.com/1738864,1738864,"&nbsp; 
						
													2019-02-19 10:29:37",الاقتصاد,الرياض - نايف آل زاحم,,"رسمياً.. ""مدى"" تطلق خدمة ""Apple Pay"" في المملكة",7,357,2222
164076,164076,491798,http://www.alriyadh.com/1541679,1541679,"&nbsp; 
						
													2016-10-19 11:23:12",المحليات,متابعة - محمد بن حراص,,وفاة ثلاثة أشخاص في حادث مروري مروع بالطائف,1,97,564
447604,447604,154571,http://www.alriyadh.com/1729752,1729752,"&nbsp; 
						
													الأحد 30  ربيع الآخر   1440هـ   - 6 يناير   2019م",متابعات,جانب من كليات ينبع الصناعية,,كليات ومعاهد الهيئة الملكية بينبع.. محرك عجلة الصناعة والتنمية,3,342,2332
27279,27279,207340,http://www.alriyadh.com/1700791,1700791,"&nbsp; 
						
													السبت 14 ذو الحجة 1439هـ -25  أغسطس 2018م",الأخــيــرة,مكة المكرمة - الرياض,,"سيارة جمعية خيرية
تنقل لحوماً فاسدة!",1,48,290
42927,42927,3777,http://www.alriyadh.com/1812243,1812243,"&nbsp; 
						
													2020-03-24 15:17:00",الأخبار المصورة,جانب من مدن المملكة بعد تطبيق قرار منع التجول انفاذ لأمر خادم الحرمين الشريفين للحد من انتشار فيروس كورونا,,صمتت الشوارع.. ونطق الوعي,0,0,0
122313,122313,484032,http://www.alriyadh.com/1545939,1545939,"&nbsp; 
						
													الاثنين07 صفر 1438 هـ - 07 نوفمبر 2016م",المحليات,الرياض - واس,,كوريا الجنوبية تطلب التعاون مع مركز أبحاث السمنة بجامعة الملك سعود,4,283,1774
324921,324921,108786,http://www.alriyadh.com/1754883,1754883,"&nbsp; 
						
													2019-05-10 12:23:28",المحليات,الرياض - واس,,عوالق ترابية على أجزاء من وسط وشرق المملكة,2,112,655
484760,484760,329992,http://www.alriyadh.com/1633406,1633406,"&nbsp; 
						
													السبت  8 صفر 1439هـ - 28 اكتوبر 2017 م  - 6 برج  العقرب",الاقتصاد,"الرياض - ""الرياض""",,مطور إسكان شمال الرياض: حجوزاتنا اكتملت بأسعار مناسبة وأقساط ميسرة,3,329,1981
226261,226261,502884,http://www.alriyadh.com/1535608,1535608,"&nbsp; 
						
													الأحد 23 ذو الحجة 1437 هـ - 25 سبتمبر 2016م",المحليات,د. بدر السمحان,,د. السمحان: المملكة حريصة على مساعدة المحتاجين دون التمييز بين عرق أو دين أو لون,3,212,1282
90681,90681,21614,http://www.alriyadh.com/1802521,1802521,"&nbsp; 
						
													2020-02-03 23:23:20",دنيا الرياضة,متابعة - الرياض الإلكتروني  (عدسة - علي الغامدي),,الرياض تشهد حفل تدشين «طواف السعودية 2020» للدراجات الهوائية,8,365,2278
73751,73751,14999,http://www.alriyadh.com/1806155,1806155,"&nbsp; 
						
													الأحد 29  جمادى الآخرة   1441هـ   -23  فبراير   2020م",الاقتصاد,حسين بن حمد الرقيب,,برامج تمكين الصناعة السعودية هل تجتذب المستثمرين؟,5,951,5771
142495,142495,382013,http://www.alriyadh.com/1604734,1604734,"&nbsp; 
						
													الخميس  27 رمضان    1438هـ   - 22  يونيو   2017م - 1 برج السرطان",المحليات,,,دعاء,1,36,178
61318,61318,366325,http://www.alriyadh.com/1613364,1613364,"&nbsp; 
						
													2017-08-01 16:04:49",الدولية,عدن - واس,,الأمم المتحدة : 4.5 مليون طفل لن يعودوا إلى مدارسهم في اليمن,3,99,550
194550,194550,254982,http://www.alriyadh.com/1674630,1674630,"&nbsp; 
						
													الخميس 26  رجب   1439هـ   - 12  إبريل   2018م",متابعات,واشنطن - هديل عويس,باريس تتخذ موقفاً حازماً تجاه العبث الإيراني,فرنسا ماكرون أكثر قرباً للسياسة السعودية,7,376,2281
499510,499510,173416,http://www.alriyadh.com/1719463,1719463,"&nbsp; 
						
													2018-11-20 19:13:17",دنيا الرياضة,روما - د ب أ,,مدافع يوفنتوس أليكس ساندرو ينعش آمال تشيلسي في التعاقد معه,5,179,1035
91490,91490,478994,http://www.alriyadh.com/1548705,1548705,"&nbsp; 
						
													السبت 19 صفر 1438 هـ - 19 نوفمبر 2016م",المحليات,أزمان عبدالمجيد,الخبراء: المملكة بيئة مستقرة وجاذبة للاستثمار,تجارب عالمية في مؤتمر «التنمية الإدارية في ظل التحديات الاقتصادية»,12,622,3831
248845,248845,268910,http://www.alriyadh.com/1666920,1666920,"&nbsp; 
						
													الأربعاء 19 جمادى الآخرة 1439هـ - 7 مارس 2018م",الاقتصاد,د. فؤاد بوقري,19 مليـاراً قيمـة التمويـلات البنكـيـة في الـعـام 2017,اقتصادي: القروض المدعومة فعالة في رفع نسبة تملك المواطنين للمساكن,4,451,2646
460019,460019,441444,http://www.alriyadh.com/1571803,1571803,"&nbsp; 
						
													السبت 21 جمادى الأولى 1438 هـ - 18 فبراير 2017م",متابعات,الأمير فيصل بن سلمان أكد أهمية الحوار مع الشباب,,أمير المدينة يتفاعل مع مطلب كفيفة.. ويرحب بمقترحات الشباب,4,340,2043
295104,295104,97545,http://www.alriyadh.com/1761110,1761110,"&nbsp; 
						
													2019-06-16 20:36:11",الدولية,ليون - رويترز,,الشرطة الفرنسية: إطلاق النار على رجل هدد جنودا بسكين في ليون,3,54,300
70740,70740,14055,http://www.alriyadh.com/1806662,1806662,"&nbsp; 
						
													الثلاثاء    غرة رجب   1441هـ   - 25  فبراير   2020م",المحليات,إحباط عمليات تهريب كميات كبيرة من الدخان,,حملة أمنية في الداير تحبط تهريب «دخان» بأكثر من سبعة ملايين ريال,4,244,1465
437415,437415,151083,http://www.alriyadh.com/1731660,1731660,"&nbsp; 
						
													2019-01-15 15:48:54",أخبار المناطق,مكة المكرمة - جمعان الكناني,,ثلاث متاحف خاصة تستعد للانضمام لقائمة التراث الوطني بالعاصمة المقدسة,7,338,2126
405882,405882,139170,http://www.alriyadh.com/1738216,1738216,"&nbsp; 
						
													2019-02-16 18:29:53",دنيا الرياضة,متابعة - الرياض الإلكتروني,,كايو ينقذ الوصل من الخسارة أمام الأهلي في كأس زايد,8,187,1074
445513,445513,154025,http://www.alriyadh.com/1730049,1730049,"&nbsp; 
						
													الاثنين  1  جمادى الأولى   1440هـ   - 7  يناير   2019م",الدولية,محمد آل جابر,,آل جابر: المملكة تدعم جهود السلام باليـمن وفقــًا للمرجعيـات الثـلاث,3,91,560
773,773,757,http://www.alriyadh.com/1813883,1813883,"&nbsp; 
						
													الجمعة 10 شعبان   1441هـ   - 3  أبريل   2020م",المحليات,متابعة تجهيز الدواء بالصيدلية,,"""التخصصي"" يدشن خدمة استلام الأدوية بواسطة السيارة",1,236,1446
342457,342457,114970,http://www.alriyadh.com/1751510,1751510,"&nbsp; 
						
													2019-04-23 00:30:44",دنيا الرياضة,متابعة - الرياض الإلكتروني,,بيرنلي يقتنص تعادلاً مثيراً في ملعب مضيفه تشيلسي,8,235,1326
418669,418669,143701,http://www.alriyadh.com/1735714,1735714,"&nbsp; 
						
													2019-02-04 14:23:44",الدولية,سان سلفادور - واس,,بوكيلي يفوز في انتخابات الرئاسة في السلفادور,3,87,540
480482,480482,166772,http://www.alriyadh.com/1723072,1723072,"&nbsp; 
						
													2018-12-05 14:15:22",الدولية,باريس - واس,,الحكومة الفرنسية قد تتراجع عن موقفها إزاء ضريبة الثروة,3,114,659
207421,207421,258549,http://www.alriyadh.com/1672670,1672670,"&nbsp; 
						
													الثلاثاء 17 رجب   1439هـ   - 3  إبريل   2018م",دنيا الرياضة,الرياض - «دنيا الرياضة»,,الاتحاد السعودي لـ«الجوجيتسو».. البداية بثلاث بطولات,2,115,728
417452,417452,537216,http://www.alriyadh.com/1516804,1516804,"&nbsp; 
						
													الأربعاء غرة شوال  1437 هـ- 06 يوليو 2016م",الاقتصاد,د. فهد العويدي,أكثر من 11 ألف منشأة تلتزم بقرار التوطين,«العمل والتنمية الاجتماعية» تؤكد استمرار جولاتها التفتيشية على محال الاتصالات وتضبط 2146 مخالفة,4,376,2249
546621,546621,190549,http://www.alriyadh.com/1710118,1710118,"&nbsp; 
						
													الخميس 2  صفر   1440هـ   - 11  أكتوبر   2018م",خزامى الصحارى,إعداد/ عادي الشمري,,بيت وصدى,5,58,334
26128,26128,207222,http://www.alriyadh.com/1700855,1700855,"&nbsp; 
						
													2018-08-25 12:09:29",المحليات,المدينة المنورة - خالد الزايدي,,حجاج في المدينة .. سندعوا للملك سلمان ونحن في الروضة الشريفة,3,156,910
27294,27294,207356,http://www.alriyadh.com/1700783,1700783,"&nbsp; 
						
													السبت 14 ذو الحجة 1439هـ -25  أغسطس 2018م",دنيا الرياضة,نواف التمياط,,اتحاد الإعلام الرياضي خطوة في طريق النجاح,2,121,832
419308,419308,433734,http://www.alriyadh.com/1576016,1576016,"&nbsp; 
						
													الثلاثاء 8 جمادى الآخرة 1438 هـ - 7 مارس 2017م",الدولية,آثار الخراب الذي خلّفه أحد التفجيرات في بروكسل,إستراتيجية أوروبا للتصدي للتطرف تعاني هنات كثيرة,الاتحاد الأوروبي أرض خصبة للإرهاب,9,851,5161
289070,289070,514095,http://www.alriyadh.com/1529515,1529515,"&nbsp; 
						
													الاثنين 26 ذو القعدة 1437 هـ - 29 أغسطس 2016م",الأخــيــرة,الرياض - مبارك العكاش,,«التنفيذ» يلزم أبوين بدفع 506 آلاف ريال نفقة متأخرة لطليقتيهما وأبنائهما,6,245,1417
379135,379135,128944,http://www.alriyadh.com/1743855,1743855,"&nbsp; 
						
													2019-03-15 22:46:01",المحليات,مكة المكرمة - واس,,رئاسة شؤون المسجد الحرام والنبوي تستنكر حادث نيوزيلندا الإرهابي,4,220,1457
115990,115990,377095,http://www.alriyadh.com/1607436,1607436,"&nbsp; 
						
													2017-07-05 12:43:38",الدولية,عدن - واس,بعد الانتصارات الحاسمة لقوات الشرعية,ميليشيا الانقلاب تهدد الممر المائي الدولي مجددا بالألغام,9,376,2196
220471,220471,396480,http://www.alriyadh.com/1596845,1596845,"&nbsp; 
						
													الأربعاء 28 شعبان  1438هـ -24 مايو 2017م - 3 برج الجوزاء",المحليات,عبدالله الخضيري,,تجهيز مرصدي حوطة سدير وتمير لرصد هلال رمضان,4,160,929
358101,358101,526370,http://www.alriyadh.com/1522756,1522756,"&nbsp; 
						
													2016-07-31 05:18:56",دنيا الرياضة,السومة جدد عقده مع الأهلي,,السومة يجدد عقده مع الأهلي حتى العام 2020,1,66,383
339280,339280,418759,http://www.alriyadh.com/1584758,1584758,"&nbsp; 
						
													الثلاثاء 14 رجب 1438هـ - 11 إبريل 2017م",الدولية,صورة متداولة للدمار الذي لحق بطائرات الأسد في مطار الشعيرات,تحرك بريطاني لتصعيد الضغط على داعمي الأسد,ضربة الشعيرات دمرت 20 % من الطائرات السورية,9,262,1544
489343,489343,447042,http://www.alriyadh.com/1568763,1568763,"&nbsp; 
						
													 الاثنين 9 جمادى الأولى 1438 هـ - 6 فبراير 2017م",الاقتصاد,جانب من التدشين,,بنك الجزيرة يدشن مرسماً لأطفال مرضى السرطان في القصيم,1,83,512
220620,220620,396629,http://www.alriyadh.com/1596770,1596770,"&nbsp; 
						
													2017-05-23 19:32:57",المنوعات,فلوريدا – رويترز,,رائدا فضاء أمريكيان يغادران المحطة الدولية لاستبدال «كمبيوتر» معطل,6,159,976
